read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
preserving fault buffer
read =  0.0060
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0010
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0010
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read temp=  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0000
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
read =  0.0010
read chat =  0.0000
